date,lat,lon,depth,id,mw,moment
05/12/2008,30.858,103.24,10.75,2008WENCHU02FIEL,7.9,9.10E+20
03/11/2011,38.1035,142.861,20.31860399,2011TOHOKU01SATA,9,3.55E+22
03/11/2011,38.1035,142.861,20.31860399,2011TOHOKU01FUJI,9,3.55E+22
11/14/2007,-22.34,-70.06,51.8,2007TOCOPI01BEJA,7.7,3.98E+20
05/12/2008,30.99252,103.45786,9.27381,2008WENCHU01SLAD,7.9,7.94E+20
07/08/1986,34,-116.57,11,1986NORTHP01HART,6.21,2.28E+18
01/17/1994,34.213,-118.537,17.5,1994NORTHR01HART,6.73,1.40E+19
04/11/2012,2.3658,93.0812,21.3589,2012SUMATR01HAYE,8.56,7.76E+21
08/17/1999,40.76,29.97,17,1999IZMITT01DELO,7.56,2.44E+20
02/20/2008,2.7074,95.9661,23.5547,2008SIMEUL01HAYE,7.4,1.41E+20
10/07/2009,-13.0642,166.19,35,2009VANUAT01SLAD,7.6,2.82E+20
10/28/2012,52.769,-131.927,17,2012MASSET01WEIx,7.83,7.00E+20
10/28/2012,52.769,-131.927,17,2012MASSET01SHAO,7.72,4.27E+20
09/20/1999,23.869,120.84,6.9,1999CHICHI01WUxx,7.67,3.59E+20
04/06/2009,42.3439,13.3784,8.639,2009LAQUIL01GUAL,6.3,3.13E+18
09/12/2007,-2.51506,100.91388,45,2007PAGAII01SLAD,7.9,7.94E+20
08/26/2012,33.019,-115.537,6.4,2012BRAWLE01WEIx,5.45,1.90E+17
01/17/1995,34.595,135.012,14.3,1995KOBEJA01KOKE,6.87,2.60E+19
11/24/1987,33.0166,-115.85,10,1987SUPERS01WALD,6.51,6.57E+18
03/26/1997,34.43,131.35,7.7,1997KAGOSH01MIYA,6.04,1.28E+18
10/25/1981,17.742,-102.238,15,1981PLAYAA01MEND,7.25,8.49E+19
01/17/1995,34.595,135.012,14.3,1995KOBEJA01ZENG,6.9,2.55E+19
10/06/2000,35.26937,133.35669,7.8,2000TOTTOR01SEKI,6.83,2.00E+19
06/12/1978,38.15,142.167,37,1978MIYAGI01YAMA,7.61,2.91E+20
04/06/2009,42.35,13.38,9.5,2009LAQUIL01CIRE,6.3,3.50E+18
12/26/2003,29.052,58.365,8,2003BAMIRA01POIA,6.5,7.30E+18
01/13/2007,46.2542,154.43201,10,2007KURILI01SLAD,8.1,1.58E+21
08/17/1999,40.725,29.987,17,1999IZMITT01BOUC,7.59,2.70E+20
04/01/1968,32.28,132.53,15,1968HYUGAx01YAGI,7.53,2.22E+20
05/09/2010,3.7137,96.0833,44.6388,2010NORTHE02HAYE,7.2,7.08E+19
04/23/1992,33.966,-116.317,12.5,1992JOSHUA01HOUG,6.15,1.86E+18
10/18/1989,37.041,-121.883,17.6,1989LOMAPR01EMOL,6.91,2.59E+19
05/16/1968,40.73,143.58,9,1968TOKACH01NAGA,8.35,3.76E+21
08/15/2007,-13.04828,-76.54269,39,2007PISCOP01KONC,8,1.12E+21
04/11/2012,2.3554,93.0545,21.0028,2012SUMATR02HAYE,8.56,7.76E+21
08/17/1999,40.76,29.97,17,1999IZMITT01REIL,7.42,1.54E+20
08/17/1999,40.7,29.91,16,1999IZMITT01YAGI,7.4,1.41E+20
09/30/2009,-0.789,99.961,80,2009PADANG01SLAD,7.6,2.82E+20
10/08/2005,34.4813,73.6259,10.5152,2005KASHMI01SHAO,7.6,2.82E+20
03/11/2011,38.1035,142.861,20.31860399,2011TOHOKU02FUJI,9,3.55E+22
03/20/2012,16.662,-98.187,20,2012OAXACA01WEIx,7.4,1.41E+20
11/12/1999,40.76,31.16,10,1999DUZCET01BIRG,6.71,1.28E+19
09/21/1985,17.598,-101.819,20,1985ZIHUAT01MEND,7.42,1.53E+20
10/03/1974,-12.39,-77.76,12,1974PERUCE01HART,8.01,1.18E+21
01/03/2009,-0.5021,132.77299,34.5993,2009PAPUAx01HAYE,7.6,2.82E+20
07/17/2006,-9.295,107.345,9.80252489,2006SOUTHE01KONC,7.9,7.94E+20
04/06/2009,42.35,13.38,9.5,2009LAQUIL02CIRE,6.1,3.10E+18
10/05/1985,62.208,-124.217,8,1985NAHANN01HART,6.66,1.11E+19
09/20/1999,23.869,120.84,8.8,1999CHICHI01JOHN,7.58,2.66E+20
11/03/2002,63.5141,-147.4529,5.6,2002DENALI01ASAN,7.85,7.57E+20
01/09/1982,46.984,-66.656,8,1982NEWBRU01HART,5.47,1.80E+17
07/08/1986,34,-116.57,11,1986NORTHP01MEND,6.14,1.79E+18
10/23/2011,38.7511,43.4698,15.1795,2011VANTUR01HAYE,7.1,5.01E+19
07/17/2006,-9.30801,107.35979,14.71768,2006SOUTHE01JIxx,7.7,3.98E+20
10/06/2000,35.269,133.357,14,2000TOTTOR01IWAT,6.86,2.16E+19
09/29/2008,-29.8937,-177.7883,39.5067,2008KERMED01HAYE,7,3.55E+19
09/19/1985,18.18,-102.57,17,1985MICHOA01MEND,8.01,1.15E+21
01/12/2010,18.50758897,-72.63745041,12.92844807,2010HAITIx01CALA,7.1,5.04E+19
01/12/2010,18.5,-72.53,11,2010HAITIx01SLAD,7,3.55E+19
09/26/1997,43.0225,12.8917,4.04,1997COLFIO01HERN,5.72,4.32E+17
09/25/2003,41.78,144.08,25,2003TOKACH01TANI,7.96,9.92E+20
04/04/2010,32.3,-115.267,5.45,2010ELMAYO01WEIx,7.29,1.10E+20
09/25/2003,41.78,144.08,27,2003TOKACH01YAGI,8.16,1.92E+21
12/26/2004,3.12,95.49,27,2004SUMATR02RHIE,9.19,7.69E+22
09/16/1978,33.22,57.36,5.5,1978TABASI01HART,7.09,4.82E+19
07/15/2003,-2.6116,68.3704,11.326,2003CARLSB01WEIx,7.6,2.82E+20
08/20/2011,-18.2714,168.0602,31.4291,2011VANUAT01HAYE,7.3,1.00E+20
01/16/1995,34.6,135.04,14,1995KOBEJA01CHOx,6.8,1.76E+19
11/24/1987,33.0833,-115.796,10,1987ELMORE01LARS,6.52,6.82E+18
09/20/1999,23.869,120.84,6.8,1999CHICHI01ZENG,7.61,2.91E+20
10/01/1987,34.05,-118.08,14.6,1987WHITTI01HART,5.89,7.72E+17
10/19/1996,31.835,131.958,11.6,1996HYUGAx01YAGI,6.81,1.84E+19
04/24/1984,37.317,-121.682,8.5,1984MORGAN01HART,6.07,1.41E+18
09/05/2012,10.1017,-85.3446,39.3238,2012COSTAR01HAYE,7.57,2.54E+20
01/17/1995,34.598,135.044,16.37,1995KOBEJA02SEKI,7.02,3.75E+19
08/15/2007,-13.3758,-76.5213,29.4163,2007PISCOP01JIxx,8,1.12E+21
11/15/2006,46.592,153.266,12,2006KURILI01LAYx,8.4,5.02E+21
12/28/1994,40.43,143.75,10,1994SANRIK01NAGA,7.7,3.99E+20
09/30/1999,16,-97.02,39.7,1999OAXACA01HERN,7.47,1.82E+20
12/21/2010,26.8537,143.6651,17.7768,2010BONINI01HAYE,7.4,1.41E+20
08/03/2009,29.4094,-112.8066,9.1634,2009GULFOF01HAYE,6.9,2.51E+19
10/15/1979,32.644,-115.309,8,1979IMPERI01OLSO,6.53,6.99E+18
09/03/1998,39.8132,140.8966,3,1998IWATEJ01NAKA,6.3,3.20E+18
01/17/1995,34.595,135.012,14.3,1995KOBEJA01YOSH,6.86,2.22E+19
02/07/2004,-3.9906,135.051,11.2362,2004IRIANx01WEIx,7.2,7.08E+19
06/15/2005,41.2932,-125.9812,9.0038,2005NORTHE01SHAO,7.2,7.08E+19
12/02/1996,31.803,131.588,20.4,1996HYUGAx02YAGI,6.68,1.19E+19
10/09/1995,18.864,-104.579,16.55,1995COLIMA01MEND,7.96,9.67E+20
10/23/2011,38.628,43.486,20,2011VANTUR01SHAO,7.13,5.56E+19
04/06/2009,42.35,13.38,9.5,2009LAQUIL05CIRE,6.1,3.10E+18
01/26/2001,23.63,70.24,18,2001BHUJIN01YAGI,7.66,3.45E+20
04/06/2009,42.35,13.38,9.5,2009LAQUIL04CIRE,6.1,3.10E+18
01/10/2012,2.4007,93.165,18.3725,2012SUMATR03HAYE,7.2,7.08E+19
09/30/2009,-0.789,99.961,80,2009PADANG02SLAD,7.6,2.82E+20
08/16/1998,36.3222,137.6327,3.35,1998HIDASW09IDEx,5.13,5.66E+16
05/12/2008,31.1024,103.3166,9.4554,2008WENCHU01JIxx,7.9,7.94E+20
08/22/1998,36.2396,137.6529,2.64,1998HIDASW11IDEx,4.33,3.56E+15
09/20/1999,23.869,120.84,7,1999CHICHI01MAxx,7.69,3.79E+20
10/15/1979,32.644,-115.309,8,1979IMPERI01HART,6.58,8.23E+18
05/12/2008,30.858,103.24,10.75,2008WENCHU03FIEL,7.92,9.50E+20
10/15/1979,32.644,-115.309,8,1979IMPERI01ARCH,6.53,6.99E+18
09/30/2009,-0.7982,99.8899,77.2545,2009PADANG01HAYE,7.6,2.82E+20
12/25/2010,-19.7685,167.892,15.1739,2010VANUAT01HAYE,7.3,1.00E+20
03/11/2011,38.107,142.916,20,2011TOHOKU01YUEx,9,5.92E+22
11/12/1999,40.818,31.198,18,1999DUZCET01DELO,7.18,6.66E+19
01/22/2003,18.71,-104.13,20,2003COLIMA01YAGI,7.5,2.30E+20
07/06/2011,-29.2967,-176.19949,19.0481,2011KERMAD01HAYE,7.3,1.00E+20
10/18/1989,37.041,-121.883,17.6,1989LOMAPR01STEI,6.99,3.45E+19
04/11/2012,2.31,93.06,22.9,2012SUMATR01SHAO,8.64,1.02E+22
12/26/2004,3.3,95.78,35,2004SUMATR01AMMO,9.1,6.50E+22
01/26/2001,23.4035,70.2835,22.7306,2001BHUJIN01COPL,7.6,2.82E+20
09/25/2003,41.7797,144.0785,25,2003TOKACH01KOKE,8.21,2.36E+21
12/28/1994,40.43,143.75,10,1994SANRIK01NAKA,7.88,7.49E+20
09/28/2004,35.8185,-120.3706,8.26,2004PARKFI01DREG,6,1.13E+18
10/21/2011,-28.9326,-176.03461,32.1022,2011KERMAD02HAYE,7.4,1.41E+20
06/28/1992,34.2,-116.43,5,1992LANDER01COHE,7.08,4.66E+19
09/29/2009,-15.6163,-172.3019,16.8571,2009SAMOAx01HAYE,8,1.12E+21
08/06/1979,36.97,-121.51,8,1979COYOTE01LIUx,5.92,8.60E+17
08/16/2005,38.2398,142.04581,34.4965,2005HONSHU01SHAO,7.5,2.00E+20
08/26/2012,33.0152,-115.548,4.9,2012BRAWLE02WEIx,5.38,1.50E+17
08/14/1998,36.3017,137.6307,3.69,1998HIDASW07IDEx,4.41,4.67E+15
10/16/1999,34.59,-116.27,7.5,1999HECTOR01SALI,7.14,5.82E+19
03/20/2012,16.6478,-98.1829,19.744,2012OAXACA01HAYE,7.4,1.41E+20
05/09/1974,34.4,138.8,8,1974IZUxHA01TAKE,6.56,7.87E+18
01/12/2010,18.5064,-72.5323,12.2169,2010HAITIx02HAYE,7,3.55E+19
04/06/2010,2.3384,97.1331,30.6424,2010NORTHE01HAYE,7.8,5.62E+20
04/01/2007,-8.4878,156.96359,11.6071,2007SOLOMO01JIxx,8.1,1.58E+21
11/14/2007,-22.2194,-69.8169,39.43,2007TOCOPI01ZENG,7.7,3.98E+20
02/20/2008,2.73125,95.97065,24.80501,2008SIMEUL01SLAD,7.4,1.41E+20
03/14/1979,17.46,-101.46,15,1979PETATL01MEND,7.39,1.37E+20
04/06/2009,42.35,13.38,9.5,2009LAQUIL03CIRE,6.1,3.10E+18
09/14/1995,16.48,-98.76,15.92281029,1995COPALA01COUR,7.3,8.90E+19
12/23/1985,62.187,-124.24,8,1985NAHANN02HART,6.66,1.11E+19
06/13/2008,39.1095,140.67751,9.4918,2008IWATEx01HAYE,6.8,1.78E+19
05/12/2008,30.986,103.364,16,2008WENCHU01YAGI,8.03,1.41E+21
06/28/1992,34.2,-116.43,7,1992LANDER01HERN,7.22,7.71E+19
06/28/1992,34.2,-116.43,7,1992LANDER01ZENG,7.2,7.20E+19
10/16/1999,34.597,-116.27,15,1999HECTOR01JIxx,7.17,6.35E+19
07/12/1993,42.78,139.183,20,1993HOKKAI01MEND,7.6,2.85E+20
09/03/1998,39.8132,140.8966,7.5,1998IWATEJ01MIYA,6.27,2.82E+18
05/21/2003,36.83,3.65,16,2003BOUMER01SEMM,7.25,8.40E+19
01/17/1995,34.598,135.044,16.37,1995KOBEJA01SEKI,6.99,3.44E+19
06/28/1992,34.2,-116.43,7,1992LANDER01COTT,7.29,9.72E+19
09/14/1984,35.82,137.49,3,1984NAGANO01TAKE,6.29,3.03E+18
08/17/1999,40.7,29.91,16,1999IZMITT01CAKI,7.47,1.77E+20
12/26/2006,21.69,120.56,44.11,2006PINGTU01YENx,6.9,2.70E+19
11/14/2007,-22.34,-70.06,51.8,2007TOCOPI02BEJA,7.7,3.98E+20
05/28/2009,16.7786,-86.1808,13.5155,2009OFFSHO01HAYE,7.3,1.00E+20
03/09/2011,38.4487,142.85741,20.7217,2011OFFSHO01HAYE,7.3,1.00E+20
01/17/1995,34.607,135.043,14,1995KOBEJA01HORI,7.01,3.65E+19
09/26/1997,43.0305,12.8622,5.1,1997COLFIO02HERN,5.97,1.02E+18
09/20/1999,23.869,120.84,8,1999CHICHI01CHIx,7.68,3.73E+20
08/31/2012,10.816,126.6725,34.0401,2012EASTOF01HAYE,7.59,2.72E+20
01/17/1995,34.595,135.012,14.3,1995KOBEJA01WALD,6.92,2.69E+19
06/29/1992,36.4316,-116.1776,11.8,1992LITTLE01SILV,5.63,3.12E+17
11/16/2008,1.30011,122.103,25.5005,2008SULAWE01SLAD,7.3,1.00E+20
11/14/2007,-22.34,-70.06,51.8,2007TOCOPI03BEJA,7.7,3.98E+20
10/08/2005,34.49047,73.62534,10.8576,2005KASHMI01KONC,7.6,2.82E+20
01/12/2010,18.445,-72.535,10.2,2010HAITIx01HAYE,7,3.55E+19
03/03/1985,-33.125,-71.61,40,1985CENTRA01MEND,8.16,1.96E+21
09/05/2012,9.76,-85.56,13,2012COSTAR01YUEx,7.6,2.82E+20
11/12/1996,-14.99,-75.63,21,1996NAZCAR01SALI,7.84,6.57E+20
11/24/1987,33.0166,-115.85,10,1987SUPERS01LARS,6.6,8.88E+18
07/15/2009,-45.7288,166.6181,24.1457,2009FIORDL01HAYE,7.6,2.82E+20
02/09/1971,34.43,-118.37,13,1971SANFER01HEAT,6.82,1.90E+19
05/26/1983,40.357,139.077,14,1983JAPANE01FUKU,7.58,3.00E+20
05/10/1997,33.82,59.8,10,1997ZIRKUH01SUDH,7.2,7.64E+19
09/20/1999,23.869,120.84,7,1999CHICHI02MAxx,7.69,3.87E+20
05/13/1997,31.952,130.34,7.7,1997KAGOSH02HORI,6.01,1.16E+18
09/20/1999,23.869,120.84,7,1999CHICHI01SEKI,7.63,3.11E+20
09/26/2003,41.78,144.08,25,2003TOKACH01YAMA,8.03,1.25E+21
10/18/1989,37.041,-121.883,17.6,1989LOMAPR01WALD,6.94,2.89E+19
09/03/2010,-43.55,172.2,10,2010DARFIE01ATZO,7.1,5.01E+19
07/17/2006,-9.31,107.284,15,2006JAVAIN01YAGI,7.82,6.77E+20
06/28/1992,34.2,-116.43,7,1992LANDER01WALD,7.28,9.26E+19
01/17/1994,34.213,-118.537,17.5,1994NORTHR01SHEN,6.84,2.05E+19
10/14/1997,42.919,12.926,5.58,1997COLFIO03HERN,5.86,6.81E+17
09/09/1969,35.47,137.05,2,1969GIFUxK01TAKE,6.43,4.94E+18
10/28/1983,44.06,-113.86,16,1983BORAHP01MEND,6.82,1.90E+19
03/11/2011,38.1035,142.861,12.77084418,2011TOHOKU03SATA,9,3.55E+22
06/28/1991,34.264,-117.99,20.9,1991SIERRA01WALD,5.59,2.71E+17
03/26/1997,31.9681,130.3875,7.6,1997KAGOSH01HORI,6.1,1.50E+18
11/15/2006,46.607,153.23,20,2006KURILI02SLAD,8.3,3.16E+21
02/27/2010,-35.8765,-72.7746,33.7639,2010MAULEC01HAYE,8.77,1.60E+22
01/17/1995,34.595,135.012,14.3,1995KOBEJA01IDEx,6.89,2.44E+19
01/17/1994,34.213,-118.537,17.5,1994NORTHR01HUDN,6.81,1.82E+19
11/14/2007,-22.19723,-69.85295,49.65798,2007TOCOPI01SLAD,7.7,3.98E+20
10/28/2012,52.7881,-132.1011,15.85,2012MASSET01LAYx,7.82,6.74E+20
12/26/2004,3.12,95.49,27,2004SUMATR01RHIE,9.17,7.15E+22
09/28/2004,35.82363,-120.36703,8,2004PARKFI01JIxx,5.9,7.94E+17
12/26/2006,21.97,120.42,50.22,2006PINGTU02YENx,6.8,1.80E+19
09/12/2007,-2.7156,100.8011,44.6383,2007PAGAII01JIxx,7.9,7.94E+20
01/17/1994,34.213,-118.537,17.5,1994NORTHR01WALD,6.8,1.75E+19
09/28/2004,35.8185,-120.3706,8.26,2004PARKFI01CUST,6.06,1.36E+18
08/12/1998,36.2351,137.6256,3.32,1998HIDASW05IDEx,4.54,7.23E+15
06/29/1980,34.9231,139.1855,8,1980IZUxHA01TAKE,6.61,9.14E+18
03/24/2001,34.1292,132.6962,46.46,2001GEIYOJ01KAKE,6.68,1.19E+19
01/13/2007,46.2856,154.4348,18.1531,2007KURILI01JIxx,8.1,1.58E+21
11/25/1988,48.117,-71.184,26,1988SAGUEN01HART,5.81,5.85E+17